persentase_kehadiran,rata_rata_nilai,tren_nilai,jumlah_mapel_di_bawah_kkm,status_kip,jarak_rumah_km,jumlah_pelanggaran,pekerjaan_ortu,pendidikan_ortu,jumlah_saudara,putus_sekolah,sumber,id_siswa,nama,kelas,angkatan
99.1,78.3,0.0,0,1,10.2,3,3,3,1,0,StudentExpanded,STU19391,Adi L,XII TKJ 1,2021
87.6,79.3,-2.0,0,1,10.7,2,3,3,2,0,StudentExpanded,STU19392,Budi2 L,XII TKJ 2,2021
86.5,64.0,1.8,1,0,0.7,2,3,3,2,1,StudentExpanded,STU19393,Citra2 L,XII RPL 1,2021
77.8,63.7,0.0,3,0,0.5,1,2,2,4,1,StudentExpanded,STU19394,Dewi2 L,XII RPL 2,2021
63.0,78.3,-4.7,0,1,2.1,3,2,2,2,0,StudentExpanded,STU19395,Eka2 L,XII AKL 1,2021
92.9,89.7,2.2,0,0,4.1,1,2,2,1,0,StudentExpanded,STU19396,Fajar2 L,X TKJ 1,2023
80.4,82.3,-0.9,0,0,11.2,2,3,3,3,0,StudentExpanded,STU19397,Gita2 L,X TKJ 2,2023
73.5,73.3,-1.2,3,0,5.0,1,1,1,2,0,StudentExpanded,STU19398,Hadi2 L,X RPL 1,2023
85.0,47.0,5.5,2,1,0.5,2,3,3,1,1,StudentExpanded,STU19399,Indah2 L,X RPL 2,2023
91.8,74.3,1.3,4,0,2.2,4,2,2,1,0,StudentExpanded,STU19400,Joko3 L,X AKL 1,2023
75.1,78.7,2.0,0,0,6.5,3,3,4,1,0,StudentExpanded,STU19401,Andi M,XI TKJ 1,2022
86.2,62.3,-1.8,1,0,7.0,2,2,2,1,1,StudentExpanded,STU19402,Budi M,XI TKJ 2,2022
87.2,92.0,-1.8,0,0,1.9,2,3,4,4,0,StudentExpanded,STU19403,Citra M,XI RPL 1,2022
92.0,95.7,4.3,0,0,0.5,2,2,2,3,0,StudentExpanded,STU19404,Dewi M,XI RPL 2,2022
100.0,57.0,7.4,2,0,7.7,2,3,3,2,1,StudentExpanded,STU19405,Eka M,XI AKL 1,2022
85.8,45.7,2.8,4,1,2.8,2,3,3,1,1,StudentExpanded,STU19406,Fajar M,XII TKJ 1,2021
90.6,75.3,-7.6,0,0,5.1,3,3,4,1,0,StudentExpanded,STU19407,Gita M,XII TKJ 2,2021
75.0,91.3,-2.2,0,0,3.8,4,3,3,0,0,StudentExpanded,STU19408,Hadi M,XII RPL 1,2021
70.7,59.3,-0.2,2,0,3.4,1,1,1,1,1,StudentExpanded,STU19409,Indah M,XII RPL 2,2021
86.2,44.7,-0.5,2,1,4.6,3,2,2,1,1,StudentExpanded,STU19410,Joko M,XII AKL 1,2021
57.1,54.7,-0.5,3,1,1.1,0,3,4,3,1,StudentExpanded,STU19411,Kartika M,X TKJ 1,2023
77.1,62.0,-4.3,4,0,7.3,2,3,3,4,1,StudentExpanded,STU19412,Lukman M,X TKJ 2,2023
70.0,57.0,5.8,1,0,0.5,2,1,1,4,1,StudentExpanded,STU19413,Maya M,X RPL 1,2023
80.9,65.3,1.7,2,1,1.8,3,2,2,4,0,StudentExpanded,STU19414,Nanda M,X RPL 2,2023
78.0,56.0,-2.3,4,0,0.5,1,1,1,2,1,StudentExpanded,STU19415,Omar M,X AKL 1,2023
82.7,53.7,-1.7,4,1,4.9,2,1,1,1,1,StudentExpanded,STU19416,Putri M,XI TKJ 1,2022
86.5,47.7,1.8,3,1,0.5,2,2,2,4,1,StudentExpanded,STU19417,Rizky M,XI TKJ 2,2022
96.5,60.0,-0.8,1,1,0.8,3,3,3,1,1,StudentExpanded,STU19418,Sari M,XI RPL 1,2022
97.5,59.3,0.4,1,0,3.1,2,3,4,2,1,StudentExpanded,STU19419,Tono M,XI RPL 2,2022
79.5,65.3,1.3,4,0,16.3,2,2,2,2,0,StudentExpanded,STU19420,Ulya M,XI AKL 1,2022
80.1,95.0,-1.5,0,0,2.4,5,3,3,3,0,StudentExpanded,STU19421,Vina M,XII TKJ 1,2021
68.8,53.0,5.2,2,0,0.5,0,1,1,2,1,StudentExpanded,STU19422,Wahyu M,XII TKJ 2,2021
77.8,63.0,-7.0,1,0,11.3,2,3,4,2,1,StudentExpanded,STU19423,Xena M,XII RPL 1,2021
70.8,78.0,-2.3,0,0,0.5,1,3,3,2,0,StudentExpanded,STU19424,Yoga M,XII RPL 2,2021
90.4,67.0,2.4,4,1,2.8,1,2,2,0,0,StudentExpanded,STU19425,Zahra M,XII AKL 1,2021
100.0,86.3,-2.1,0,0,4.7,1,3,4,4,0,StudentExpanded,STU19426,Agus M,X TKJ 1,2023
63.5,81.7,-0.5,0,0,6.2,0,3,3,3,0,StudentExpanded,STU19427,Bayu M,X TKJ 2,2023
87.7,87.7,3.7,0,0,5.0,2,3,4,2,0,StudentExpanded,STU19428,Cahaya M,X RPL 1,2023
100.0,77.3,1.4,0,0,4.6,1,2,2,3,0,StudentExpanded,STU19429,Dimas M,X RPL 2,2023
55.9,40.7,0.4,2,1,4.0,4,3,4,4,1,StudentExpanded,STU19430,Elin M,X AKL 1,2023
100.0,58.0,3.5,4,0,1.0,2,3,3,0,1,StudentExpanded,STU19431,Fadil M,XI TKJ 1,2022
70.3,66.0,-1.7,2,0,10.3,3,3,4,3,0,StudentExpanded,STU19432,Glen M,XI TKJ 2,2022
77.9,85.0,1.3,0,0,3.0,1,2,2,2,0,StudentExpanded,STU19433,Hana M,XI RPL 1,2022
92.9,68.0,1.5,2,0,0.8,6,3,3,2,0,StudentExpanded,STU19434,Irfan M,XI RPL 2,2022
90.5,64.7,-3.5,3,0,0.5,3,3,3,1,1,StudentExpanded,STU19435,Jasmine M,XI AKL 1,2022
84.3,79.3,-2.6,0,0,2.6,2,3,3,3,0,StudentExpanded,STU19436,Koko M,XII TKJ 1,2021
72.2,68.3,-5.1,1,1,1.5,0,2,2,1,0,StudentExpanded,STU19437,Lestari M,XII TKJ 2,2021
65.2,69.3,0.8,4,1,3.9,1,2,2,1,0,StudentExpanded,STU19438,Mitra M,XII RPL 1,2021
78.9,50.0,3.7,4,0,3.3,0,3,3,3,1,StudentExpanded,STU19439,Nopal M,XII RPL 2,2021
79.0,61.0,-2.4,4,0,3.8,0,3,3,4,1,StudentExpanded,STU19440,Olivia M,XII AKL 1,2021
75.3,86.0,-7.1,0,0,8.5,1,3,3,5,0,StudentExpanded,STU19441,Prabu M,X TKJ 1,2023
77.6,57.0,-0.1,3,1,0.5,2,3,3,3,1,StudentExpanded,STU19442,Raka M,X TKJ 2,2023
85.4,58.3,3.6,4,1,2.4,2,1,1,1,1,StudentExpanded,STU19443,Sinta M,X RPL 1,2023
99.2,66.0,-1.1,3,0,0.5,3,2,2,0,0,StudentExpanded,STU19444,Taufik M,X RPL 2,2023
84.2,56.3,1.6,2,1,6.1,2,3,3,0,1,StudentExpanded,STU19445,Uci M,X AKL 1,2023
79.8,62.0,-6.6,2,0,0.5,3,1,1,2,1,StudentExpanded,STU19446,Vera M,XI TKJ 1,2022
74.3,83.3,1.7,0,0,3.7,0,3,4,2,0,StudentExpanded,STU19447,Wulan M,XI TKJ 2,2022
69.8,55.0,4.6,1,0,1.1,2,3,3,1,1,StudentExpanded,STU19448,Yanto M,XI RPL 1,2022
85.6,62.0,5.5,3,0,8.5,2,3,4,2,1,StudentExpanded,STU19449,Zaki M,XI RPL 2,2022
89.0,74.7,3.0,2,0,8.7,7,3,4,1,0,StudentExpanded,STU19450,Aldi M,XI AKL 1,2022
75.3,43.0,7.7,1,0,3.8,4,2,2,2,1,StudentExpanded,STU19451,Bening M,XII TKJ 1,2021
96.2,63.0,2.6,4,0,1.2,2,1,1,2,1,StudentExpanded,STU19452,Cakra M,XII TKJ 2,2021
82.1,56.3,-0.3,2,0,2.4,2,3,4,2,1,StudentExpanded,STU19453,Darma M,XII RPL 1,2021
82.2,97.3,-1.4,0,0,7.7,2,3,4,2,0,StudentExpanded,STU19454,Elang M,XII RPL 2,2021
75.0,74.0,-4.9,3,0,4.7,2,3,4,1,0,StudentExpanded,STU19455,Fitri M,XII AKL 1,2021
73.2,70.3,-1.9,1,0,4.4,1,2,2,2,0,StudentExpanded,STU19456,Gilang M,X TKJ 1,2023
87.1,49.3,-3.3,1,1,4.0,3,2,2,2,1,StudentExpanded,STU19457,Haris M,X TKJ 2,2023
75.6,74.7,2.4,1,0,3.1,3,2,2,7,0,StudentExpanded,STU19458,Ika M,X RPL 1,2023
90.1,92.7,-3.5,0,0,14.1,2,3,3,0,0,StudentExpanded,STU19459,Janur M,X RPL 2,2023
66.9,48.0,-3.1,3,0,1.5,2,3,3,1,1,StudentExpanded,STU19460,Kamil M,X AKL 1,2023
79.0,57.7,2.9,1,0,0.5,2,2,2,2,1,StudentExpanded,STU19461,Lira M,XI TKJ 1,2022
85.7,82.7,-1.6,0,0,9.7,3,2,2,2,0,StudentExpanded,STU19462,Melda M,XI TKJ 2,2022
100.0,67.3,2.5,3,1,1.8,6,2,2,3,0,StudentExpanded,STU19463,Naim M,XI RPL 1,2022
65.1,73.3,5.3,3,0,2.2,5,3,3,1,0,StudentExpanded,STU19464,Omar2 M,XI RPL 2,2022
95.6,67.3,-2.8,4,1,3.0,2,2,2,1,0,StudentExpanded,STU19465,Pertiwi M,XI AKL 1,2022
71.1,63.3,0.9,1,1,2.0,3,1,1,2,1,StudentExpanded,STU19466,Rafi M,XII TKJ 1,2021
100.0,76.0,8.8,0,0,3.2,2,2,2,2,0,StudentExpanded,STU19467,Salsa M,XII TKJ 2,2021
70.4,54.3,2.0,4,1,25.0,2,1,1,4,1,StudentExpanded,STU19468,Titis M,XII RPL 1,2021
100.0,73.3,2.8,1,1,0.9,3,3,4,4,0,StudentExpanded,STU19469,Umam M,XII RPL 2,2021
84.3,55.0,-0.4,3,0,1.1,2,3,3,1,1,StudentExpanded,STU19470,Vino M,XII AKL 1,2021
68.0,89.7,0.6,0,0,6.9,3,3,3,2,0,StudentExpanded,STU19471,Winda M,X TKJ 1,2023
86.3,66.7,2.4,4,0,2.2,3,3,4,1,0,StudentExpanded,STU19472,Yudha M,X TKJ 2,2023
91.5,68.7,-3.5,2,0,1.5,3,3,3,3,0,StudentExpanded,STU19473,Zara M,X RPL 1,2023
93.7,74.7,-4.0,3,1,1.4,5,3,4,3,0,StudentExpanded,STU19474,Arya M,X RPL 2,2023
78.4,60.0,1.2,2,0,4.8,0,3,3,4,1,StudentExpanded,STU19475,Bella M,X AKL 1,2023
100.0,57.3,-0.7,4,0,2.1,1,2,2,4,1,StudentExpanded,STU19476,Candra M,XI TKJ 1,2022
100.0,62.0,-4.0,3,1,0.5,4,3,4,2,1,StudentExpanded,STU19477,Danu M,XI TKJ 2,2022
85.7,53.0,-4.6,3,0,6.3,1,3,3,4,1,StudentExpanded,STU19478,Ervina M,XI RPL 1,2022
63.5,66.0,3.1,4,0,1.7,3,1,1,4,0,StudentExpanded,STU19479,Faris M,XI RPL 2,2022
69.2,71.0,-0.1,2,0,0.9,3,3,3,3,0,StudentExpanded,STU19480,Gina M,XI AKL 1,2022
80.6,73.0,-1.3,4,1,0.5,0,2,2,3,0,StudentExpanded,STU19481,Huda M,XII TKJ 1,2021
85.8,86.3,-0.1,0,1,2.3,2,2,2,2,0,StudentExpanded,STU19482,Irvan M,XII TKJ 2,2021
76.1,92.7,0.1,0,0,7.4,2,3,3,0,0,StudentExpanded,STU19483,Joko2 M,XII RPL 1,2021
78.1,81.3,-0.6,0,0,2.2,0,3,4,1,0,StudentExpanded,STU19484,Kartini M,XII RPL 2,2021
53.9,68.7,-4.9,3,0,1.8,2,1,1,2,0,StudentExpanded,STU19485,Lestari2 M,XII AKL 1,2021
54.7,85.7,1.2,0,1,13.5,1,3,4,3,0,StudentExpanded,STU19486,Manuel M,X TKJ 1,2023
83.0,64.0,-3.0,2,1,1.3,3,2,2,2,1,StudentExpanded,STU19487,Nisa M,X TKJ 2,2023
100.0,59.0,-1.2,3,1,1.0,3,1,1,1,1,StudentExpanded,STU19488,Oscar M,X RPL 1,2023
63.7,85.0,1.3,0,0,2.8,2,3,3,0,0,StudentExpanded,STU19489,Putri2 M,X RPL 2,2023
78.8,60.0,2.3,1,0,7.3,2,3,3,4,1,StudentExpanded,STU19490,Rahma M,X AKL 1,2023
85.3,77.7,1.0,0,1,0.9,4,3,4,2,0,StudentExpanded,STU19491,Adi M,XI TKJ 1,2022
85.9,51.7,0.4,1,0,6.5,4,1,1,3,1,StudentExpanded,STU19492,Budi2 M,XI TKJ 2,2022
69.7,36.7,2.7,4,1,3.7,2,1,1,0,1,StudentExpanded,STU19493,Citra2 M,XI RPL 1,2022
69.3,79.0,1.3,0,0,1.7,3,2,2,1,0,StudentExpanded,STU19494,Dewi2 M,XI RPL 2,2022
90.8,55.7,-2.8,3,1,0.5,2,1,1,4,1,StudentExpanded,STU19495,Eka2 M,XI AKL 1,2022
58.7,90.0,2.7,0,0,1.5,3,3,3,3,0,StudentExpanded,STU19496,Fajar2 M,XII TKJ 1,2021
87.6,59.3,2.5,1,0,12.6,2,1,1,2,1,StudentExpanded,STU19497,Gita2 M,XII TKJ 2,2021
71.3,67.0,0.5,2,1,2.5,3,3,4,4,0,StudentExpanded,STU19498,Hadi2 M,XII RPL 1,2021
88.2,72.7,1.9,1,0,4.9,3,3,3,1,0,StudentExpanded,STU19499,Indah2 M,XII RPL 2,2021
100.0,82.7,0.7,0,0,2.6,1,3,4,4,0,StudentExpanded,STU19500,Joko3 M,XII AKL 1,2021
73.0,66.7,-9.8,3,0,8.8,1,3,4,6,0,StudentExpanded,STU19501,Andi N,X TKJ 1,2023
77.1,63.0,-1.2,3,1,3.6,2,2,2,3,1,StudentExpanded,STU19502,Budi N,X TKJ 2,2023
76.5,64.0,-0.5,4,1,13.8,3,1,1,1,1,StudentExpanded,STU19503,Citra N,X RPL 1,2023
100.0,46.0,-0.6,1,0,1.1,4,3,3,0,1,StudentExpanded,STU19504,Dewi N,X RPL 2,2023
78.4,51.7,-1.5,1,1,2.2,2,2,2,3,1,StudentExpanded,STU19505,Eka N,X AKL 1,2023
85.0,88.0,-0.1,0,0,2.1,1,3,3,3,0,StudentExpanded,STU19506,Fajar N,XI TKJ 1,2022
81.8,65.7,2.3,3,0,6.3,1,3,3,1,0,StudentExpanded,STU19507,Gita N,XI TKJ 2,2022
100.0,54.0,0.7,1,0,0.9,2,3,3,3,1,StudentExpanded,STU19508,Hadi N,XI RPL 1,2022
71.4,55.0,-0.5,4,0,6.9,2,3,3,4,1,StudentExpanded,STU19509,Indah N,XI RPL 2,2022
96.4,72.7,-5.8,1,0,8.9,3,1,1,2,0,StudentExpanded,STU19510,Joko N,XI AKL 1,2022
75.6,85.0,3.2,0,1,14.9,1,3,4,1,0,StudentExpanded,STU19511,Kartika N,XII TKJ 1,2021
66.9,46.7,-1.4,1,0,0.6,1,3,3,2,1,StudentExpanded,STU19512,Lukman N,XII TKJ 2,2021
87.4,59.3,5.2,4,1,1.7,1,1,1,2,1,StudentExpanded,STU19513,Maya N,XII RPL 1,2021
100.0,63.0,-2.6,3,1,1.2,2,2,2,5,1,StudentExpanded,STU19514,Nanda N,XII RPL 2,2021
79.2,74.7,2.1,1,1,0.5,0,1,1,4,0,StudentExpanded,STU19515,Omar N,XII AKL 1,2021
73.7,47.7,-0.4,2,0,14.5,1,2,2,1,1,StudentExpanded,STU19516,Putri N,X TKJ 1,2023
91.2,58.3,-3.5,2,0,2.3,3,1,1,0,1,StudentExpanded,STU19517,Rizky N,X TKJ 2,2023
83.0,66.0,2.8,4,1,5.3,2,2,2,2,0,StudentExpanded,STU19518,Sari N,X RPL 1,2023
90.1,49.3,-4.8,1,1,13.5,1,3,3,1,1,StudentExpanded,STU19519,Tono N,X RPL 2,2023
58.2,62.7,0.5,1,0,1.4,1,3,3,2,1,StudentExpanded,STU19520,Ulya N,X AKL 1,2023
64.3,49.7,0.4,1,0,0.5,2,3,3,2,1,StudentExpanded,STU19521,Vina N,XI TKJ 1,2022
81.9,64.3,-2.2,2,0,2.2,2,1,1,2,1,StudentExpanded,STU19522,Wahyu N,XI TKJ 2,2022
89.2,62.0,3.6,3,0,0.9,5,3,3,1,1,StudentExpanded,STU19523,Xena N,XI RPL 1,2022
81.5,67.0,0.7,1,0,0.5,0,3,4,2,0,StudentExpanded,STU19524,Yoga N,XI RPL 2,2022
85.9,73.7,5.3,2,0,1.1,4,3,3,4,0,StudentExpanded,STU19525,Zahra N,XI AKL 1,2022
98.0,94.7,0.8,0,0,3.8,2,3,3,3,0,StudentExpanded,STU19526,Agus N,XII TKJ 1,2021
68.8,87.3,1.6,0,0,6.9,3,3,3,4,0,StudentExpanded,STU19527,Bayu N,XII TKJ 2,2021
92.6,67.7,-6.4,4,0,0.5,2,3,4,2,0,StudentExpanded,STU19528,Cahaya N,XII RPL 1,2021
100.0,77.7,2.1,0,0,8.7,1,1,1,0,0,StudentExpanded,STU19529,Dimas N,XII RPL 2,2021
80.3,77.0,1.4,0,0,0.5,2,3,3,2,0,StudentExpanded,STU19530,Elin N,XII AKL 1,2021
69.2,60.7,-1.5,1,0,7.2,1,3,4,4,1,StudentExpanded,STU19531,Fadil N,X TKJ 1,2023
91.7,41.7,-2.2,4,1,13.4,1,3,3,3,1,StudentExpanded,STU19532,Glen N,X TKJ 2,2023
100.0,53.0,-0.7,1,0,2.6,2,2,2,3,1,StudentExpanded,STU19533,Hana N,X RPL 1,2023
85.6,67.0,2.6,1,0,1.9,5,3,3,3,0,StudentExpanded,STU19534,Irfan N,X RPL 2,2023
70.8,70.3,-3.5,4,0,11.6,1,1,1,3,0,StudentExpanded,STU19535,Jasmine N,X AKL 1,2023
83.0,65.3,-3.9,4,0,10.2,5,3,3,3,0,StudentExpanded,STU19536,Koko N,XI TKJ 1,2022
71.4,69.7,2.4,4,1,1.2,1,3,4,1,0,StudentExpanded,STU19537,Lestari N,XI TKJ 2,2022
94.1,66.7,-1.2,3,1,0.5,1,3,4,2,0,StudentExpanded,STU19538,Mitra N,XI RPL 1,2022
81.0,58.7,-0.4,1,0,12.2,2,3,4,2,1,StudentExpanded,STU19539,Nopal N,XI RPL 2,2022
69.7,68.3,-0.4,1,0,6.0,2,3,3,2,0,StudentExpanded,STU19540,Olivia N,XI AKL 1,2022
83.3,51.3,1.0,4,1,0.6,3,3,3,2,1,StudentExpanded,STU19541,Prabu N,XII TKJ 1,2021
71.6,57.0,3.8,4,1,19.3,1,1,1,2,1,StudentExpanded,STU19542,Raka N,XII TKJ 2,2021
62.3,60.0,-3.2,4,0,2.9,3,2,2,5,1,StudentExpanded,STU19543,Sinta N,XII RPL 1,2021
98.7,86.3,1.3,0,0,1.6,1,2,2,3,0,StudentExpanded,STU19544,Taufik N,XII RPL 2,2021
91.3,84.3,-0.1,0,0,0.5,1,1,1,4,0,StudentExpanded,STU19545,Uci N,XII AKL 1,2021
77.1,70.7,0.9,3,0,22.1,2,1,1,1,0,StudentExpanded,STU19546,Vera N,X TKJ 1,2023
100.0,83.7,6.7,0,0,7.7,3,3,4,2,0,StudentExpanded,STU19547,Wulan N,X TKJ 2,2023
72.4,68.0,-3.7,1,1,8.8,1,3,3,3,0,StudentExpanded,STU19548,Yanto N,X RPL 1,2023
73.3,49.0,1.8,2,0,0.5,2,3,3,0,1,StudentExpanded,STU19549,Zaki N,X RPL 2,2023
88.9,66.3,3.3,3,0,0.5,0,3,3,4,0,StudentExpanded,STU19550,Aldi N,X AKL 1,2023
92.3,45.7,-3.0,1,0,4.2,4,3,3,4,1,StudentExpanded,STU19551,Bening N,XI TKJ 1,2022
89.1,66.3,-0.7,4,0,1.2,3,1,1,2,0,StudentExpanded,STU19552,Cakra N,XI TKJ 2,2022
72.9,57.0,-1.6,3,0,1.9,4,3,3,1,1,StudentExpanded,STU19553,Darma N,XI RPL 1,2022
82.1,78.3,4.2,0,0,2.8,2,1,1,1,0,StudentExpanded,STU19554,Elang N,XI RPL 2,2022
70.7,52.0,0.0,4,1,3.0,3,2,2,2,1,StudentExpanded,STU19555,Fitri N,XI AKL 1,2022
78.7,68.3,-4.8,4,0,10.2,3,3,3,3,0,StudentExpanded,STU19556,Gilang N,XII TKJ 1,2021
79.0,64.3,6.8,2,1,7.0,1,3,3,4,1,StudentExpanded,STU19557,Haris N,XII TKJ 2,2021
82.3,30.3,5.0,1,0,0.5,1,1,1,2,1,StudentExpanded,STU19558,Ika N,XII RPL 1,2021
69.4,49.0,2.8,3,1,2.4,2,1,1,3,1,StudentExpanded,STU19559,Janur N,XII RPL 2,2021
95.9,57.7,-0.6,4,0,13.7,1,3,3,4,1,StudentExpanded,STU19560,Kamil N,XII AKL 1,2021
80.1,52.3,-3.3,3,0,15.5,1,3,3,3,1,StudentExpanded,STU19561,Lira N,X TKJ 1,2023
67.6,52.0,-0.8,1,0,7.8,4,3,3,0,1,StudentExpanded,STU19562,Melda N,X TKJ 2,2023
88.0,61.0,2.8,4,1,5.9,1,1,1,2,1,StudentExpanded,STU19563,Naim N,X RPL 1,2023
81.3,65.7,-0.6,4,0,0.5,1,3,3,1,0,StudentExpanded,STU19564,Omar2 N,X RPL 2,2023
77.8,73.3,-1.7,1,0,4.4,2,3,4,4,0,StudentExpanded,STU19565,Pertiwi N,X AKL 1,2023
100.0,61.7,-4.4,4,0,10.8,0,3,3,1,1,StudentExpanded,STU19566,Rafi N,XI TKJ 1,2022
78.2,64.3,-2.8,1,0,3.2,4,2,2,2,1,StudentExpanded,STU19567,Salsa N,XI TKJ 2,2022
76.7,67.7,-4.1,4,0,4.7,2,3,3,0,0,StudentExpanded,STU19568,Titis N,XI RPL 1,2022
100.0,96.0,0.4,0,0,8.6,0,2,2,1,0,StudentExpanded,STU19569,Umam N,XI RPL 2,2022
91.7,70.7,2.4,3,0,2.0,3,3,4,5,0,StudentExpanded,STU19570,Vino N,XI AKL 1,2022
95.2,69.7,-3.8,1,0,3.0,3,3,3,2,0,StudentExpanded,STU19571,Winda N,XII TKJ 1,2021
72.2,53.3,-5.0,2,1,3.3,0,3,4,2,1,StudentExpanded,STU19572,Yudha N,XII TKJ 2,2021
81.3,40.0,0.0,3,1,2.4,3,1,1,4,1,StudentExpanded,STU19573,Zara N,XII RPL 1,2021
60.1,54.7,-0.7,3,1,1.7,2,2,2,2,1,StudentExpanded,STU19574,Arya N,XII RPL 2,2021
59.5,91.7,1.0,0,0,0.5,2,3,4,3,0,StudentExpanded,STU19575,Bella N,XII AKL 1,2021
73.5,61.7,-4.5,4,1,2.6,0,3,4,1,1,StudentExpanded,STU19576,Candra N,X TKJ 1,2023
85.0,71.7,3.4,2,0,0.6,2,3,3,3,0,StudentExpanded,STU19577,Danu N,X TKJ 2,2023
100.0,54.7,1.3,3,1,5.5,1,3,3,1,1,StudentExpanded,STU19578,Ervina N,X RPL 1,2023
99.7,55.0,3.4,4,1,11.0,2,3,3,3,1,StudentExpanded,STU19579,Faris N,X RPL 2,2023
62.8,46.0,-1.4,2,1,1.3,1,1,1,3,1,StudentExpanded,STU19580,Gina N,X AKL 1,2023
94.5,56.7,3.0,1,1,5.0,3,3,3,2,1,StudentExpanded,STU19581,Huda N,XI TKJ 1,2022
60.8,54.7,-1.7,1,0,7.9,3,1,1,0,1,StudentExpanded,STU19582,Irvan N,XI TKJ 2,2022
100.0,49.0,2.9,2,0,7.5,0,2,2,3,1,StudentExpanded,STU19583,Joko2 N,XI RPL 1,2022
77.9,77.3,-1.6,0,0,0.5,3,3,3,7,0,StudentExpanded,STU19584,Kartini N,XI RPL 2,2022
71.2,49.3,-5.7,1,1,3.2,3,3,3,0,1,StudentExpanded,STU19585,Lestari2 N,XI AKL 1,2022
100.0,82.7,2.5,0,1,2.1,0,3,3,4,0,StudentExpanded,STU19586,Manuel N,XII TKJ 1,2021
71.6,50.0,-1.9,3,1,6.4,1,2,2,0,1,StudentExpanded,STU19587,Nisa N,XII TKJ 2,2021
100.0,67.0,2.8,1,1,2.9,2,3,4,3,0,StudentExpanded,STU19588,Oscar N,XII RPL 1,2021
76.7,76.3,-4.9,0,1,3.0,2,2,2,2,0,StudentExpanded,STU19589,Putri2 N,XII RPL 2,2021
98.4,75.3,-5.3,0,0,18.0,1,3,3,3,0,StudentExpanded,STU19590,Rahma N,XII AKL 1,2021
87.0,76.3,-1.2,0,0,5.0,0,2,2,1,0,StudentExpanded,STU19591,Adi N,X TKJ 1,2023
90.3,50.7,0.0,2,1,9.5,2,3,3,1,1,StudentExpanded,STU19592,Budi2 N,X TKJ 2,2023
72.0,85.3,-5.2,0,0,2.6,1,3,3,1,0,StudentExpanded,STU19593,Citra2 N,X RPL 1,2023
58.1,78.0,-1.8,0,1,10.1,2,3,4,2,0,StudentExpanded,STU19594,Dewi2 N,X RPL 2,2023
69.4,67.3,-3.4,4,1,2.5,1,3,3,2,0,StudentExpanded,STU19595,Eka2 N,X AKL 1,2023
79.9,79.7,0.3,0,0,1.3,3,2,2,2,0,StudentExpanded,STU19596,Fajar2 N,XI TKJ 1,2022
84.6,88.0,6.7,0,0,3.2,4,3,3,1,0,StudentExpanded,STU19597,Gita2 N,XI TKJ 2,2022
74.3,57.7,-1.3,1,1,1.5,2,1,1,4,1,StudentExpanded,STU19598,Hadi2 N,XI RPL 1,2022
47.9,49.7,-1.9,3,1,4.6,2,2,2,4,1,StudentExpanded,STU19599,Indah2 N,XI RPL 2,2022
74.1,68.3,0.4,3,1,0.5,1,3,3,0,0,StudentExpanded,STU19600,Joko3 N,XI AKL 1,2022
81.3,53.7,5.9,4,1,0.9,3,3,3,2,1,StudentExpanded,STU19601,Andi O,XII TKJ 1,2021
75.9,48.0,-3.3,3,1,14.1,6,1,1,2,1,StudentExpanded,STU19602,Budi O,XII TKJ 2,2021
79.7,76.3,0.1,0,0,0.5,0,2,2,3,0,StudentExpanded,STU19603,Citra O,XII RPL 1,2021
79.9,84.0,7.5,0,0,8.1,1,3,4,7,0,StudentExpanded,STU19604,Dewi O,XII RPL 2,2021
86.4,78.0,-2.1,0,0,2.5,0,3,4,3,0,StudentExpanded,STU19605,Eka O,XII AKL 1,2021
69.6,76.3,-1.5,0,0,22.7,1,2,2,0,0,StudentExpanded,STU19606,Fajar O,X TKJ 1,2023
84.3,90.0,2.8,0,0,9.3,2,3,4,2,0,StudentExpanded,STU19607,Gita O,X TKJ 2,2023
77.8,69.3,5.4,2,0,2.1,0,3,3,1,0,StudentExpanded,STU19608,Hadi O,X RPL 1,2023
66.1,74.3,5.8,4,0,0.5,0,3,3,3,0,StudentExpanded,STU19609,Indah O,X RPL 2,2023
77.1,49.0,-0.4,3,0,10.5,1,3,4,1,1,StudentExpanded,STU19610,Joko O,X AKL 1,2023
52.9,63.7,-2.8,4,1,4.4,1,2,2,4,1,StudentExpanded,STU19611,Kartika O,XI TKJ 1,2022
75.2,77.0,-1.9,0,0,2.8,1,3,3,2,0,StudentExpanded,STU19612,Lukman O,XI TKJ 2,2022
87.0,59.7,-3.3,1,0,6.4,0,3,3,3,1,StudentExpanded,STU19613,Maya O,XI RPL 1,2022
91.2,75.0,0.2,0,0,1.7,1,2,2,1,0,StudentExpanded,STU19614,Nanda O,XI RPL 2,2022
77.6,37.0,2.0,1,0,0.9,2,3,3,4,1,StudentExpanded,STU19615,Omar O,XI AKL 1,2022
79.2,29.0,0.6,1,1,20.4,4,3,3,2,1,StudentExpanded,STU19616,Putri O,XII TKJ 1,2021
91.2,59.7,-1.5,2,0,0.5,0,3,3,1,1,StudentExpanded,STU19617,Rizky O,XII TKJ 2,2021
83.3,58.7,2.8,3,0,2.0,2,3,3,1,1,StudentExpanded,STU19618,Sari O,XII RPL 1,2021
100.0,88.0,1.6,0,0,1.9,2,3,4,3,0,StudentExpanded,STU19619,Tono O,XII RPL 2,2021
